name,latitude,longitude,weight
id_470,-1.3071984,36.7863291,1
id_471,-1.3069635,36.7870738,1
id_472,-1.3072303,36.788823,1
id_473,-1.3112647,36.7878088,1
id_474,-1.3111681,36.7884157,1
id_475,-1.3192191,36.7784823,1
id_476,-1.3186966,36.7783416,1
id_477,-1.317965,36.7781703,1
id_478,-1.3179274,36.7782341,1
id_479,-1.3137892,36.7794747,1
id_480,-1.3134749,36.7801005,1
id_481,-1.3126169,36.7773233,1
id_482,-1.3143031,36.7959723,1
id_483,-1.3129532,36.7947678,1
id_484,-1.3143111,36.796244,1
id_485,-1.3122938,36.7940292,1
id_486,-1.3117058,36.7933728,1
id_487,-1.3116313,36.7938614,1
id_488,-1.3116065,36.7955824,1
id_489,-1.3101007,36.794199,1
id_490,-1.3113539,36.7954878,1
id_491,-1.310952,36.7953065,1
id_492,-1.312211,36.7968507,1
id_493,-1.3121091,36.7965982,1
id_494,-1.3122214,36.797677,1
id_495,-1.3121809,36.7973566,1
id_496,-1.3098221,36.7947541,1
id_497,-1.3130726,36.7983765,1
id_498,-1.3117185,36.7991031,1
id_499,-1.3141701,36.7868672,1
id_500,-1.3127394,36.7849273,1
id_501,-1.3127556,36.7846633,1
id_502,-1.3123098,36.7859149,1
id_503,-1.3126591,36.7850454,1
id_504,-1.3150075,36.7752057,1
id_505,-1.3151354,36.7751908,1
id_506,-1.3143528,36.776108,1
id_507,-1.3138699,36.7822235,1
id_508,-1.315,36.7859881,1
id_509,-1.3172201,36.7770397,1
id_510,-1.3146802,36.7909977,1
id_511,-1.3152252,36.7925402,1
id_512,-1.3174212,36.7943636,1
id_513,-1.3159641,36.7941386,1
id_514,-1.3165326,36.7948537,1
id_515,-1.3154741,36.79329,1
id_516,-1.3156011,36.7933467,1
id_517,-1.3141844,36.7939068,1
id_518,-1.3091001,36.781047,1
id_519,-1.3109482,36.7874724,1
id_520,-1.3075926,36.7828678,1
id_521,-1.3096893,36.7859966,1
id_522,-1.3089084,36.7903439,1
id_523,-1.3126351,36.7778212,1
id_524,-1.315167,36.7797164,1
id_525,-1.3148064,36.7802246,1
id_526,-1.3142178,36.7820861,1
id_527,-1.3150323,36.7863111,1
id_528,-1.3132983,36.7966055,1
id_529,-1.313389,36.7966467,1
id_530,-1.3133378,36.7966732,1
id_531,-1.3138751,36.7975341,1
id_532,-1.3127532,36.7958865,1
id_533,-1.3114223,36.7955445,1
id_534,-1.3122558,36.7968679,1
id_535,-1.3119267,36.7977924,1
id_536,-1.3114293,36.797071,1
id_537,-1.3102203,36.7760353,1
id_538,-1.3091266,36.7757061,1
id_539,-1.3090339,36.7757579,1
id_540,-1.3085809,36.7762577,1
id_541,-1.3115409,36.7881322,1
id_542,-1.3128573,36.7893673,1
id_543,-1.3130671,36.7980606,1
id_544,-1.3129497,36.7983181,1
id_545,-1.3158218,36.8023282,1
id_546,-1.3153513,36.7992087,1
id_547,-1.3153979,36.7992365,1
id_548,-1.3155274,36.7752537,1
id_549,-1.3166373,36.7950394,1
id_550,-1.3173678,36.796057,1
id_551,-1.3173991,36.7980052,1
id_552,-1.3079831,36.7892032,1
id_553,-1.3153891,36.7950862,1
id_554,-1.312144,36.7921875,1
id_555,-1.3118057,36.7924839,1
id_556,-1.31523,36.8028346,1
id_557,-1.3111652,36.7845184,1
id_558,-1.3141662,36.7958373,1
id_559,-1.3132082,36.7949688,1
id_560,-1.3151931,36.7969523,1
id_561,-1.3126118,36.7943601,1
id_562,-1.3116127,36.7937372,1
id_563,-1.3113798,36.7943004,1
id_564,-1.3114207,36.794306,1
id_565,-1.3111957,36.7946896,1
id_566,-1.3111764,36.7947507,1
id_567,-1.3111592,36.7948104,1
id_568,-1.3111228,36.7948919,1
id_569,-1.3129567,36.7754911,1
id_570,-1.3090938,36.7725954,1
id_571,-1.3172255,36.7984839,1
id_572,-1.3145607,36.7828489,1
id_573,-1.3144838,36.7826673,1
id_574,-1.3146322,36.7835099,1
id_575,-1.3145755,36.7830057,1
id_576,-1.3146794,36.784086,1
id_577,-1.3149721,36.7856842,1
id_578,-1.3150412,36.7870898,1
id_579,-1.3146866,36.7789542,1
id_580,-1.3138342,36.7778196,1
id_581,-1.3135619,36.7774467,1
id_582,-1.3163609,36.7924852,1
id_583,-1.3144691,36.7903394,1
id_584,-1.3108973,36.7848035,1
id_585,-1.3129475,36.7949758,1
id_586,-1.3135606,36.7966136,1
id_587,-1.3133438,36.7967341,1
id_588,-1.3132941,36.7969956,1
id_589,-1.3129377,36.7971826,1
id_590,-1.3128683,36.7973136,1
id_591,-1.3125482,36.7942893,1
id_592,-1.3123145,36.7942297,1
id_593,-1.3119244,36.7938832,1
id_594,-1.3116225,36.7935815,1
id_595,-1.3117272,36.7935946,1
id_596,-1.3127619,36.795388,1
id_597,-1.3128435,36.7959341,1
id_598,-1.3113689,36.7943189,1
id_599,-1.3121884,36.7972317,1
id_600,-1.3122716,36.7969355,1
id_601,-1.3122595,36.7966813,1
id_602,-1.3121877,36.7973116,1
id_603,-1.3119296,36.7961311,1
id_604,-1.3126756,36.7972942,1
id_605,-1.3125087,36.7973648,1
id_606,-1.3123708,36.797547,1
id_607,-1.3120761,36.797871,1
id_608,-1.3121691,36.7975662,1
id_609,-1.3120847,36.79196,1
id_610,-1.3120376,36.7921747,1
id_611,-1.3117559,36.7931029,1
id_612,-1.3084288,36.7895146,1
id_613,-1.3169444,36.7959202,1
id_614,-1.3183716,36.7961312,1
id_615,-1.3178475,36.7992748,1
id_616,-1.3167449,36.8000285,1
id_617,-1.3109487,36.7745505,1
id_618,-1.3108588,36.7758463,1
id_619,-1.3162106,36.7784811,1
id_620,-1.315436,36.7788066,1
id_621,-1.314752,36.7841913,1
id_622,-1.3127733,36.7998805,1
id_623,-1.3112199,36.7952688,1
id_624,-1.3112294,36.7951226,1
id_625,-1.3108836,36.7959399,1
id_626,-1.3119504,36.796167,1
id_627,-1.3107184,36.7960409,1
id_628,-1.3107662,36.7960344,1
id_629,-1.3161852,36.7931649,1
id_630,-1.3123809,36.7772304,1
id_631,-1.3119792,36.777227,1
id_632,-1.3111199,36.7757577,1
id_633,-1.3088987,36.7731126,1
id_634,-1.3082122,36.7729872,1
id_635,-1.309082,36.7903898,1
id_636,-1.3075107,36.7889224,1
id_637,-1.3093005,36.7905353,1
id_638,-1.3093791,36.7919111,1
id_639,-1.3073521,36.7826041,1
id_640,-1.3065921,36.7834906,1
id_641,-1.3147454,36.7835227,1
id_642,-1.3151986,36.7852289,1
id_643,-1.3146891,36.7852738,1
id_644,-1.3143199,36.7824399,1
id_645,-1.3148772,36.7800656,1
id_646,-1.3146841,36.7807121,1
id_647,-1.3145864,36.7807306,1
id_648,-1.314253,36.7813823,1
id_649,-1.3128507,36.7846538,1
id_650,-1.3077136,36.7861039,1
id_651,-1.3110979,36.7745732,1
id_652,-1.3106217,36.7740672,1
id_653,-1.3097017,36.7733002,1
id_654,-1.3147676,36.7842819,1
id_655,-1.3132105,36.7899611,1
id_656,-1.3136253,36.7892774,1
id_657,-1.3118867,36.7925795,1
id_658,-1.3117524,36.7926652,1
id_659,-1.309193,36.7804143,1
id_660,-1.3136699,36.7943026,1
id_661,-1.3144193,36.791732,1
id_662,-1.3131964,36.7973847,1
id_663,-1.3116174,36.7936999,1
id_664,-1.3115523,36.7938459,1
id_665,-1.3118843,36.7957903,1
id_666,-1.3114138,36.7941401,1
id_667,-1.31129,36.7953735,1
id_668,-1.3107304,36.7946037,1
id_669,-1.311816,36.7979024,1
id_670,-1.3169664,36.7966099,1
id_671,-1.2570804,36.8034704,1
id_672,-1.2582984,36.8010448,1
id_673,-1.3114729,36.7926348,1
id_674,-1.2898667,36.7752906,1
id_675,-1.3437999,36.7430768,1
id_676,-1.3262033,36.7115405,1
id_677,-1.3349946,36.7360622,1
id_678,-1.3333789,36.7363469,1
id_679,-1.32868,36.7174137,1
id_680,-1.3205803,36.7893489,1
id_681,-1.3133844,36.7964865,1
id_682,-1.3086289,36.7730892,1
id_683,-1.3146552,36.7763522,1
id_684,-1.315484,36.775462,1
id_685,-1.3130303,36.7775527,1
id_686,-1.3130412,36.7798683,1
id_687,-1.3117037,36.7773192,1
id_688,-1.3124115,36.7781982,1
id_689,-1.3116403,36.7782091,1
id_690,-1.3163293,36.7950543,1
id_691,-1.3167834,36.7955008,1
id_692,-1.3168583,36.7958725,1
id_693,-1.3172686,36.7978807,1
id_694,-1.3133638,36.785417,1
id_695,-1.3127699,36.7892366,1
id_696,-1.3171214,36.7946621,1
id_697,-1.3167646,36.7949559,1
id_698,-1.3170903,36.7967088,1
id_699,-1.317186,36.7975113,1
id_700,-1.3077532,36.7828482,1
id_701,-1.3085224,36.7841332,1
id_702,-1.3082133,36.783799,1
id_703,-1.3100272,36.7882765,1
id_704,-1.3075323,36.7826819,1
id_705,-1.3076781,36.7826336,1
id_706,-1.3078314,36.7831506,1
id_707,-1.3085474,36.7856507,1
id_708,-1.3113121,36.7874552,1
id_709,-1.3114775,36.7881186,1
id_710,-1.3132558,36.7899997,1
id_711,-1.3121943,36.7923376,1
id_712,-1.3124734,36.7924258,1
id_713,-1.3120224,36.7923801,1
id_714,-1.312037,36.7923911,1
id_715,-1.3119095,36.7926738,1
id_716,-1.3087718,36.7901495,1
id_717,-1.3090739,36.790384,1
id_718,-1.3080445,36.7894352,1
id_719,-1.314296,36.7960183,1
id_720,-1.3138445,36.7964847,1
id_721,-1.3122271,36.7977084,1
id_722,-1.3118487,36.7978995,1
id_723,-1.3072492,36.7888229,1
id_724,-1.3121023,36.7783046,1
id_725,-1.3119434,36.7783566,1
id_726,-1.3124345,36.7822737,1
id_727,-1.3072052,36.7825137,1
id_728,-1.3059372,36.7875633,1
id_729,-1.3154417,36.7790203,1
id_730,-1.3153123,36.7793682,1
id_731,-1.314895,36.7847122,1
id_732,-1.3417207,36.7472869,1
id_733,-1.3121691,36.7752627,1
id_734,-1.3111346,36.7750931,1
id_735,-1.3111319,36.7756493,1
id_736,-1.3111207,36.776079,1
id_737,-1.3105992,36.7757249,1
id_738,-1.3096087,36.7732727,1
id_739,-1.3101169,36.7734887,1
id_740,-1.3087557,36.7731928,1
id_741,-1.3108623,36.7816908,1
id_742,-1.3100685,36.780605,1
