name,latitude,longitude,weight
id_167,-1.2603589,36.786058,1
id_168,-1.2979233,36.7622883,1
id_169,-1.2980369,36.7625499,1
id_170,-1.2981708,36.7624387,1
id_171,-1.2981918,36.7630904,1
id_172,-1.2991851,36.765335,1
id_173,-1.3152872,36.7996408,1
id_174,-1.3170161,36.800483,1
id_175,-1.2933992,36.7915464,1
id_176,-1.2590042,36.7847749,1
id_177,-1.2703364,36.8099498,1
id_178,-1.2887852,36.7893258,1
id_179,-1.3015754,36.7919378,1
id_180,-1.2987297,36.7784909,1
id_181,-1.2849522,36.7379357,1
id_182,-1.2688192,36.8065534,1
id_183,-1.2686616,36.8068021,1
id_184,-1.2983202,36.7657413,1
id_185,-1.2709603,36.8010497,1
id_186,-1.2555901,36.8052925,1
id_187,-1.2709051,36.8012476,1
id_188,-1.2999459,36.7908769,1
id_189,-1.2999926,36.790073,1
id_190,-1.2888972,36.7649706,1
id_191,-1.2934912,36.7992798,1
id_192,-1.2936164,36.7992548,1
id_193,-1.2948873,36.787115,1
id_194,-1.2947617,36.7871002,1
id_195,-1.312879,36.7787174,1
id_196,-1.3009033,36.7869598,1
id_197,-1.3128243,36.7786479,1
id_198,-1.3079416,36.7808896,1
id_199,-1.2900631,36.7942104,1
id_200,-1.2988115,36.7956408,1
id_201,-1.2988518,36.7956394,1
id_202,-1.2699836,36.8094796,1
id_203,-1.3148039,36.7866069,1
id_204,-1.2957117,36.808565,1
id_205,-1.294277,36.810076,1
id_206,-1.3057606,36.7873144,1
id_207,-1.3136784,36.7894393,1
id_208,-1.2882213,36.7985387,1
id_209,-1.3012791,36.7566052,1
id_210,-1.2833039,36.7620964,1
id_211,-1.3261918,36.7101551,1
id_212,-1.3204474,36.7177325,1
id_213,-1.3111,36.795845,1
id_214,-1.3116978,36.7958354,1
id_215,-1.3078289,36.7810255,1
id_216,-1.3133159,36.7797717,1
id_217,-1.2951867,36.7988873,1
id_218,-1.3174325,36.7764559,1
id_219,-1.3158482,36.775478,1
id_220,-1.3068428,36.7794452,1
id_221,-1.3076244,36.7636451,1
id_222,-1.3068515,36.7532941,1
id_223,-1.30595,36.7882433,1
id_224,-1.299829,36.7639662,1
id_225,-1.2892529,36.783291,1
id_226,-1.2989305,36.7908658,1
id_227,-1.2628243,36.757852,1
id_228,-1.2644172,36.804635,1
id_229,-1.3069489,36.802183,1
id_230,-1.2959574,36.7791144,1
id_231,-1.2642132,36.8051922,1
id_232,-1.2929843,36.7875563,1
id_233,-1.334902,36.7068481,1
id_234,-1.2600784,36.8037236,1
id_235,-1.2632142,36.8014727,1
id_236,-1.2720438,36.8095056,1
id_237,-1.2632624,36.8036641,1
id_238,-1.2634397,36.8038193,1
id_239,-1.2928734,36.7775647,1
id_240,-1.2979773,36.7621987,1
id_241,-1.2569106,36.7519226,1
id_242,-1.2562343,36.7787681,1
id_243,-1.2592647,36.7898427,1
id_244,-1.2591228,36.7848482,1
id_245,-1.2598579,36.7920573,1
id_246,-1.2605102,36.7901717,1
id_247,-1.2626013,36.7925713,1
id_248,-1.265077,36.7877417,1
id_249,-1.2620273,36.7871347,1
id_250,-1.2701824,36.7699137,1
id_251,-1.2778902,36.7691522,1
id_252,-1.2742964,36.7618365,1
id_253,-1.266179,36.7674092,1
id_254,-1.2624667,36.7663692,1
id_255,-1.2623044,36.7573521,1
id_256,-1.263447,36.7591234,1
id_257,-1.2646334,36.7718887,1
id_258,-1.26513,36.785102,1
id_259,-1.2815517,36.7693286,1
id_260,-1.2823421,36.7636868,1
id_261,-1.2598277,36.7772994,1
id_262,-1.2682745,36.7737932,1
id_263,-1.274669,36.766745,1
id_264,-1.2907085,36.7700829,1
id_265,-1.3065203,36.7552667,1
id_266,-1.2883301,36.7430493,1
id_267,-1.2852543,36.7379571,1
id_268,-1.2850539,36.7374217,1
id_269,-1.2850361,36.7376602,1
id_270,-1.2881428,36.7511247,1
id_271,-1.2940715,36.7525681,1
id_272,-1.2929078,36.7605925,1
id_273,-1.2806157,36.7704533,1
id_274,-1.2760055,36.7713945,1
id_275,-1.2762871,36.7711424,1
id_276,-1.2748407,36.7678515,1
id_277,-1.2696639,36.7714907,1
id_278,-1.2704867,36.7737802,1
id_279,-1.2668807,36.7834431,1
id_280,-1.270443,36.7887074,1
id_281,-1.2698595,36.7918108,1
id_282,-1.2689462,36.7921927,1
id_283,-1.2688143,36.7945774,1
id_284,-1.2699279,36.7946183,1
id_285,-1.2681052,36.7978748,1
id_286,-1.2692622,36.7947978,1
id_287,-1.269594,36.7946884,1
id_288,-1.2700938,36.7960522,1
id_289,-1.268679,36.7949415,1
id_290,-1.2688629,36.7952833,1
id_291,-1.2703654,36.7980061,1
id_292,-1.2702356,36.8002884,1
id_293,-1.2701972,36.8003609,1
id_294,-1.2708618,36.8007806,1
id_295,-1.2707894,36.8011002,1
id_296,-1.2693622,36.7998112,1
id_297,-1.2704209,36.8003481,1
id_298,-1.2729132,36.7950128,1
id_299,-1.2801347,36.7813525,1
id_300,-1.2833969,36.7793227,1
id_301,-1.2854798,36.7748482,1
id_302,-1.2696676,36.8052611,1
id_303,-1.2809042,36.8076134,1
id_304,-1.267059,36.7995381,1
id_305,-1.2670487,36.8003266,1
id_306,-1.2665417,36.8017844,1
id_307,-1.2657321,36.8019783,1
id_308,-1.266078,36.8020011,1
id_309,-1.2660331,36.8020873,1
id_310,-1.2655944,36.8020622,1
id_311,-1.2664495,36.8041442,1
id_312,-1.2687005,36.8061986,1
id_313,-1.2695662,36.8056741,1
id_314,-1.2694383,36.8056208,1
id_315,-1.2696506,36.8059248,1
id_316,-1.2627912,36.8063083,1
id_317,-1.2620436,36.8056275,1
id_318,-1.2621967,36.805968,1
id_319,-1.2640466,36.800809,1
id_320,-1.2619375,36.8003609,1
id_321,-1.2605634,36.7957683,1
id_322,-1.2539861,36.7961791,1
id_323,-1.2643231,36.804567,1
id_324,-1.2615133,36.8015958,1
id_325,-1.2615227,36.8014948,1
id_326,-1.2580457,36.8060913,1
id_327,-1.2566961,36.8061059,1
id_328,-1.2969262,36.7624255,1
id_329,-1.2650241,36.8029602,1
id_330,-1.2591867,36.8045716,1
id_331,-1.2592755,36.8044345,1
id_332,-1.3206823,36.7035955,1
id_333,-1.320931,36.7037813,1
id_334,-1.3205734,36.7049801,1
id_335,-1.3261355,36.7182483,1
id_336,-1.3256304,36.7183097,1
id_337,-1.3266265,36.7178044,1
id_338,-1.3256869,36.7286043,1
id_339,-1.3282972,36.7251519,1
id_340,-1.335148,36.7154458,1
id_341,-1.2615932,36.8016541,1
id_342,-1.2615612,36.8017537,1
id_343,-1.2613207,36.8020055,1
id_344,-1.2616082,36.8017762,1
id_345,-1.2615502,36.8040079,1
id_346,-1.3228066,36.707318,1
id_347,-1.322835,36.7072556,1
id_348,-1.3240496,36.707923,1
id_349,-1.3242791,36.7085286,1
id_350,-1.3260791,36.7095882,1
id_351,-1.3262981,36.708764,1
id_352,-1.3268728,36.7091999,1
id_353,-1.3374489,36.7153472,1
id_354,-1.3374355,36.7254654,1
id_355,-1.3408918,36.7312589,1
id_356,-1.3223612,36.6946996,1
id_357,-1.3038733,36.701995,1
id_358,-1.3116874,36.7035503,1
id_359,-1.3138818,36.7008996,1
id_360,-1.3057643,36.6931108,1
id_361,-1.3409022,36.7351179,1
id_362,-1.3378888,36.737626,1
id_363,-1.3436076,36.7646459,1
id_364,-1.3436143,36.7657308,1
id_365,-1.3435674,36.7654964,1
id_366,-1.3430461,36.7526225,1
id_367,-1.3207651,36.772601,1
id_368,-1.3226417,36.8022278,1
id_369,-1.2922538,36.805881,1
id_370,-1.2928554,36.8067324,1
id_371,-1.2935454,36.8037037,1
id_372,-1.2938103,36.809074,1
id_373,-1.2946328,36.8090678,1
id_374,-1.294374,36.80896,1
id_375,-1.2946728,36.8092157,1
id_376,-1.2931598,36.8074459,1
id_377,-1.2935269,36.8068217,1
id_378,-1.2949962,36.8070004,1
id_379,-1.2951564,36.8067231,1
id_380,-1.2950856,36.8070774,1
id_381,-1.2952057,36.8068032,1
id_382,-1.2946297,36.8049115,1
id_383,-1.2948237,36.8049145,1
id_384,-1.2948761,36.8050778,1
id_385,-1.2948515,36.8053521,1
id_386,-1.294602,36.8032169,1
id_387,-1.2950245,36.8044652,1
id_388,-1.3034883,36.8061368,1
id_389,-1.3016577,36.8077387,1
id_390,-1.3067212,36.8063965,1
id_391,-1.3055226,36.8071185,1
id_392,-1.3051231,36.8071786,1
id_393,-1.3047321,36.8071958,1
id_394,-1.300312,36.7992329,1
id_395,-1.2988627,36.7995485,1
id_396,-1.2988053,36.7991624,1
id_397,-1.299979,36.8002894,1
id_398,-1.3001981,36.8011399,1
id_399,-1.3012695,36.7999768,1
id_400,-1.3015264,36.800282,1
id_401,-1.3014813,36.8005399,1
id_402,-1.300412,36.8007277,1
id_403,-1.2970653,36.801346,1
id_404,-1.300115,36.797963,1
id_405,-1.2995812,36.7958246,1
id_406,-1.3004704,36.7951622,1
id_407,-1.3013493,36.7890569,1
id_408,-1.2992138,36.765538,1
id_409,-1.2992433,36.7650884,1
id_410,-1.3012833,36.7713013,1
id_411,-1.3000003,36.7718671,1
id_412,-1.2988622,36.7733303,1
id_413,-1.2992003,36.7792501,1
id_414,-1.300479,36.7815068,1
id_415,-1.3006028,36.7815336,1
id_416,-1.3006865,36.7815202,1
id_417,-1.3003551,36.7818483,1
id_418,-1.3003417,36.7812323,1
id_419,-1.3003518,36.7815771,1
id_420,-1.3011317,36.7820928,1
id_421,-1.298976,36.7834965,1
id_422,-1.2994451,36.783558,1
id_423,-1.3004563,36.7837888,1
id_424,-1.2935677,36.7916407,1
id_425,-1.2934594,36.7916503,1
id_426,-1.2935927,36.7915792,1
id_427,-1.294083,36.7906503,1
id_428,-1.2963917,36.7911704,1
id_429,-1.3009389,36.7868119,1
id_430,-1.300341,36.7876407,1
id_431,-1.3035498,36.7870369,1
id_432,-1.300438,36.7851481,1
id_433,-1.2982741,36.7852775,1
id_434,-1.298349,36.7866334,1
id_435,-1.2983014,36.7861678,1
id_436,-1.2982083,36.7859202,1
id_437,-1.2988756,36.7878061,1
id_438,-1.2991914,36.7874987,1
id_439,-1.2991119,36.7872216,1
id_440,-1.2990007,36.7877917,1
id_441,-1.2973391,36.7953501,1
id_442,-1.2939745,36.7899979,1
id_443,-1.292433,36.7866388,1
id_444,-1.2926442,36.7866518,1
id_445,-1.2922556,36.7893024,1
id_446,-1.2922261,36.7894938,1
id_447,-1.2899173,36.8091782,1
id_448,-1.2890075,36.8063373,1
id_449,-1.2888849,36.7875523,1
id_450,-1.2890566,36.7855889,1
id_451,-1.294784,36.7764961,1
id_452,-1.2597956,36.7806637,1
id_453,-1.2596906,36.7772858,1
id_454,-1.2598501,36.7777047,1
id_455,-1.2643284,36.8028101,1
id_456,-1.264654,36.8026961,1
id_457,-1.2641363,36.8036569,1
id_458,-1.2649177,36.8049042,1
id_459,-1.2878983,36.7932649,1
id_460,-1.289163,36.792479,1
id_461,-1.2892152,36.7925971,1
id_462,-1.2893809,36.790594,1
id_463,-1.2893492,36.7955564,1
id_464,-1.2916311,36.7986588,1
id_465,-1.2620399,36.80045,1
id_466,-1.2638609,36.8051443,1
id_467,-1.2614974,36.8038271,1
id_468,-1.2644892,36.8047974,1
id_469,-1.2898787,36.7999464,1
id_470,-1.2638301,36.8022906,1
id_471,-1.263348,36.8037147,1
id_472,-1.2639833,36.8036007,1
id_473,-1.264541,36.8038153,1
id_474,-1.263758,36.8040809,1
id_475,-1.2949044,36.7821854,1
id_476,-1.2595737,36.7892633,1
id_477,-1.3119933,36.6917867,1
id_478,-1.2891736,36.7840623,1
id_479,-1.2695695,36.8073456,1
id_480,-1.2843757,36.7694082,1
id_481,-1.2986781,36.7785346,1
id_482,-1.2659515,36.802049,1
id_483,-1.3305571,36.6807872,1
id_484,-1.2999052,36.7574364,1
id_485,-1.2991792,36.7556935,1
id_486,-1.2868363,36.7606472,1
id_487,-1.2891438,36.760505,1
id_488,-1.2834817,36.7660372,1
id_489,-1.2827381,36.766926,1
id_490,-1.3263568,36.7088685,1
id_491,-1.3205128,36.703513,1
id_492,-1.2676115,36.8057427,1
id_493,-1.2601779,36.7969005,1
id_494,-1.2560059,36.797593,1
id_495,-1.2690121,36.7900926,1
id_496,-1.2850664,36.768571,1
id_497,-1.2656741,36.8020481,1
id_498,-1.2831379,36.7665737,1
id_499,-1.2693618,36.792154,1
id_500,-1.3220231,36.772024,1
id_501,-1.2535313,36.8029403,1
id_502,-1.3050185,36.7891868,1
id_503,-1.2709072,36.8012617,1
id_504,-1.3069564,36.8022686,1
id_505,-1.2613917,36.7939767,1
id_506,-1.2653633,36.6685652,1
id_507,-1.2960878,36.792119,1
id_508,-1.321399,36.7167031,1
id_509,-1.2683849,36.8090114,1
id_510,-1.2563164,36.7786955,1
id_511,-1.3113383,36.7851,1
id_512,-1.3120617,36.7785517,1
id_513,-1.3088167,36.7761853,1
id_514,-1.3150767,36.7966933,1
id_515,-1.306065,36.7881533,1
id_516,-1.3124817,36.7793433,1
id_517,-1.3098983,36.77867,1
id_518,-1.3175761,36.7995354,1
id_519,-1.3061833,36.787725,1
id_520,-1.306513,36.7880391,1
id_521,-1.3062558,36.7878372,1
id_522,-1.3063747,36.7881381,1
id_523,-1.3063732,36.787744,1
id_524,-1.3063069,36.787792,1
id_525,-1.317545,36.7769717,1
id_526,-1.312145,36.7765833,1
id_527,-1.31057,36.7730608,1
id_528,-1.3077972,36.7726849,1
id_529,-1.3104072,36.7737635,1
id_530,-1.3068967,36.77955,1
id_531,-1.3134217,36.7781333,1
id_532,-1.313839,36.7788217,1
id_533,-1.3140367,36.777735,1
id_534,-1.3144233,36.77646,1
id_535,-1.313875,36.77993,1
id_536,-1.3117817,36.7839133,1
id_537,-1.3068967,36.77972,1
id_538,-1.3122351,36.7793537,1
id_539,-1.3122182,36.7793505,1
id_540,-1.3108821,36.7848066,1
id_541,-1.3106807,36.7848151,1
id_542,-1.3095338,36.7865186,1
id_543,-1.31655,36.7936917,1
id_544,-1.3144933,36.7964667,1
id_545,-1.3174683,36.7996383,1
id_546,-1.3175405,36.8006925,1
id_547,-1.2880179,36.7457559,1
id_548,-1.2738178,36.7605194,1
id_549,-1.2667439,36.7964808,1
id_550,-1.295706,36.805975,1
id_551,-1.3004475,36.7917667,1
id_552,-1.2675001,36.809828,1
id_553,-1.287545,36.7485833,1
id_554,-1.2902533,36.75071,1
id_555,-1.2879733,36.7457533,1
id_556,-1.2886283,36.74521,1
id_557,-1.2878267,36.7488,1
id_558,-1.2999378,36.7920775,1
id_559,-1.3005491,36.7559624,1
id_560,-1.2597904,36.7804464,1
id_561,-1.2890051,36.7012128,1
id_562,-1.2890153,36.7832096,1
id_563,-1.2894018,36.784307,1
id_564,-1.2889799,36.782759,1
id_565,-1.2890668,36.7831946,1
id_566,-1.2688318,36.7220236,1
id_567,-1.2687996,36.7219405,1
id_568,-1.2690064,36.7236414,1
id_569,-1.2924044,36.7897147,1
id_570,-1.2597933,36.7805637,1
id_571,-1.2594832,36.781612,1
id_572,-1.2596809,36.7804457,1
id_573,-1.2596915,36.780656,1
id_574,-1.2595563,36.7804488,1
id_575,-1.2595573,36.7805669,1
id_576,-1.2542946,36.7104247,1
id_577,-1.2538946,36.7103999,1
id_578,-1.3276957,36.7891893,1
id_579,-1.2675472,36.7653128,1
id_580,-1.2953533,36.7977332,1
id_581,-1.295453,36.7977235,1
id_582,-1.2937735,36.8036771,1
id_583,-1.3006179,36.8053676,1
id_584,-1.3086989,36.7850263,1
id_585,-1.3144561,36.7915413,1
id_586,-1.3109487,36.7932767,1
id_587,-1.3115091,36.7927081,1
id_588,-1.3178294,36.7994565,1
id_589,-1.3102354,36.7819015,1
id_590,-1.3096775,36.7864907,1
id_591,-1.3010924,36.8085992,1
id_592,-1.2963897,36.8037051,1
id_593,-1.3097371,36.7864801,1
id_594,-1.2695014,36.7943293,1
id_595,-1.266099,36.7596493,1
id_596,-1.2941551,36.8076041,1
id_597,-1.2884545,36.7432041,1
id_598,-1.2964521,36.7911074,1
id_599,-1.2598415,36.7806057,1
id_600,-1.2611636,36.7338864,1
id_601,-1.2688377,36.7893134,1
id_602,-1.2633057,36.8015213,1
id_603,-1.2603435,36.7847022,1
id_604,-1.2754536,36.7698829,1
id_605,-1.2596983,36.708895,1
id_606,-1.2645401,36.7504612,1
id_607,-1.2626101,36.7017201,1
id_608,-1.2782873,36.8033239,1
id_609,-1.2780763,36.803778,1
id_610,-1.2597686,36.7089685,1
id_611,-1.3171353,36.7769586,1
id_612,-1.2545427,36.6927032,1
id_613,-1.3209008,36.7058936,1
id_614,-1.2885673,36.8008327,1
id_615,-1.2987376,36.7909047,1
id_616,-1.326304,36.7744835,1
id_617,-1.2932956,36.8072529,1
id_618,-1.27702,36.7628811,1
id_619,-1.2828122,36.7649263,1
id_620,-1.3172348,36.7770329,1
id_621,-1.3175197,36.7744085,1
id_622,-1.317556,36.800528,1
id_623,-1.2637717,36.7286611,1
id_624,-1.326282,36.7744761,1
id_625,-1.3262825,36.7745143,1
id_626,-1.3262854,36.774496,1
id_627,-1.3263008,36.7745068,1
id_628,-1.3153553,36.7753935,1
id_629,-1.3163203,36.776195,1
id_630,-1.3154688,36.7753889,1
id_631,-1.3262898,36.7744848,1
id_632,-1.262726,36.7663814,1
id_633,-1.310247,36.7713604,1
id_634,-1.2708783,36.7243136,1
id_635,-1.3036338,36.8010453,1
id_636,-1.2687084,36.7218207,1
id_637,-1.30245,36.8011162,1
id_638,-1.2829301,36.7666644,1
id_639,-1.288501,36.8356843,1
id_640,-1.2637747,36.8119684,1
id_641,-1.2598864,36.8428534,1
id_642,-1.2868306,36.9123201,1
id_643,-1.289789,36.8220179,1
id_644,-1.3174179,36.8154209,1
id_645,-1.3051769,36.8252852,1
id_646,-1.3256101,36.8880251,1
id_647,-1.3250666,36.8878218,1
id_648,-1.3180392,36.8873739,1
id_649,-1.3246599,36.8708928,1
id_650,-1.3197025,36.870952,1
id_651,-1.2796122,36.8155523,1
id_652,-1.2782734,36.8107235,1
id_653,-1.3259242,36.8881497,1
id_654,-1.3164031,36.8670674,1
id_655,-1.3142444,36.8834185,1
id_656,-1.3209754,36.8863102,1
id_657,-1.3201306,36.8851175,1
id_658,-1.3133854,36.8821745,1
id_659,-1.3145317,36.8811885,1
id_660,-1.3202685,36.8729355,1
id_661,-1.3257442,36.8895523,1
id_662,-1.3141866,36.8713201,1
id_663,-1.3311271,36.8960352,1
id_664,-1.313296,36.8815374,1
id_665,-1.3116447,36.8652014,1
id_666,-1.3129924,36.8828555,1
id_667,-1.3259454,36.8881355,1
id_668,-1.3238584,36.8866135,1
id_669,-1.3160417,36.8691797,1
id_670,-1.3144759,36.8844394,1
id_671,-1.3167362,36.8730871,1
id_672,-1.3165544,36.8922635,1
id_673,-1.2653194,36.8571761,1
id_674,-1.2644825,36.8571557,1
id_675,-1.2595064,36.8776423,1
id_676,-1.2638847,36.8442079,1
id_677,-1.2612731,36.8738182,1
id_678,-1.2624199,36.8649531,1
id_679,-1.2621971,36.8655274,1
id_680,-1.2596911,36.8675545,1
id_681,-1.2580157,36.8721282,1
id_682,-1.2587957,36.8711225,1
id_683,-1.261479,36.8659058,1
id_684,-1.2818769,36.8156884,1
id_685,-1.2844416,36.8196146,1
id_686,-1.287889,36.8809876,1
id_687,-1.28524,36.8222566,1
id_688,-1.2836096,36.8797326,1
id_689,-1.2845594,36.8799527,1
id_690,-1.3153006,36.8859079,1
id_691,-1.3222884,36.8871647,1
id_692,-1.3194392,36.8870659,1
id_693,-1.3279842,36.8921922,1
id_694,-1.2801737,36.8126741,1
id_695,-1.3107053,36.8636,1
id_696,-1.3163909,36.8344996,1
id_697,-1.3158117,36.8346498,1
id_698,-1.3021627,36.888236,1
id_699,-1.3019588,36.8881107,1
id_700,-1.2961508,36.8875762,1
id_701,-1.2981865,36.8300255,1
id_702,-1.3060555,36.838261,1
id_703,-1.2891329,36.8258031,1
id_704,-1.2894991,36.8265675,1
id_705,-1.2908637,36.8249138,1
id_706,-1.290076,36.8230519,1
id_707,-1.2911892,36.8216677,1
id_708,-1.2817564,36.8232414,1
id_709,-1.2789453,36.8163817,1
id_710,-1.3170357,36.8649227,1
id_711,-1.3281558,36.8894695,1
id_712,-1.285268,36.8234157,1
id_713,-1.286295,36.8196418,1
id_714,-1.324768,36.8488065,1
id_715,-1.3251573,36.8491735,1
id_716,-1.2574133,36.827159,1
id_717,-1.2834559,36.8252013,1
id_718,-1.2834988,36.8252844,1
id_719,-1.2829911,36.8219884,1
id_720,-1.2817246,36.8211363,1
id_721,-1.2845472,36.8254679,1
id_722,-1.2825521,36.8240141,1
id_723,-1.2843421,36.8211994,1
id_724,-1.281523,36.8164495,1
id_725,-1.2846692,36.8177554,1
id_726,-1.2598092,36.8746549,1
id_727,-1.2999454,36.8373959,1
id_728,-1.3014715,36.838028,1
id_729,-1.3117284,36.8707552,1
id_730,-1.316398,36.8671364,1
id_731,-1.3113139,36.8436574,1
id_732,-1.3139158,36.8420619,1
id_733,-1.305615,36.8332082,1
id_734,-1.3164881,36.8350221,1
id_735,-1.3141101,36.8275696,1
id_736,-1.3093599,36.8233303,1
id_737,-1.300836,36.8251788,1
id_738,-1.2625983,36.865205,1
id_739,-1.26084,36.8792972,1
id_740,-1.2584946,36.8793854,1
id_741,-1.2597359,36.8748624,1
id_742,-1.2647509,36.858271,1
id_743,-1.2641686,36.8593177,1
id_744,-1.2592932,36.8689328,1
